match_id,frame_idx,timestamp,participantId,puuid,team,X_team,X_current_gold,X_minions_killed,X_jungle_minions_killed,X_time_enemy_spent_controlled,X_pos_x,X_pos_y,Y_current_gold,Y_total_gold,Y_total_xp,Y_total_kills,X_champ_abilityHaste,X_champ_abilityPower,X_champ_armor,X_champ_armorPen,X_champ_armorPenPercent,X_champ_attackDamage,X_champ_attackSpeed,X_champ_bonusArmorPenPercent,X_champ_bonusMagicPenPercent,X_champ_ccReduction,X_champ_cooldownReduction,X_champ_health,X_champ_healthMax,X_champ_healthRegen,X_champ_lifesteal,X_champ_magicPen,X_champ_magicPenPercent,X_champ_magicResist,X_champ_movementSpeed,X_champ_omnivamp,X_champ_physicalVamp,X_champ_power,X_champ_powerMax,X_champ_powerRegen,X_champ_spellVamp,X_dmg_magicDamageDone,X_dmg_magicDamageDoneToChampions,X_dmg_magicDamageTaken,X_dmg_physicalDamageDone,X_dmg_physicalDamageDoneToChampions,X_dmg_physicalDamageTaken,X_dmg_totalDamageDone,X_dmg_totalDamageDoneToChampions,X_dmg_totalDamageTaken,X_dmg_trueDamageDone,X_dmg_trueDamageDoneToChampions,X_dmg_trueDamageTaken,X_evt_kills,X_evt_deaths,X_evt_assists,X_evt_elite_monsters,X_evt_buildings,X_evt_wards_placed,X_evt_wards_killed
NA1_5378099577,1,60020,9,45VQNiMNR9kN1phwzWRpDjIFa7G4zAHYLl1K1c5ApjbgsLCn0w-F0Uys05ayOiRV1f5DMIW2L_IFTA,-1,-1,0,0,0,0,12140,5010,0,500,0,0,0,0,28,0,0,75,110,0,0,0,0,786,786,7,3,0,0,30,335,0,0,320,320,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1_5378099577,1,60020,10,PNN01qtMiPfsQYvoUv1LvZ8-IsrYmMPESV4DxhLYllmCB_HkUY7iX5kblVb5Fft82xnFxYbKJL_urQ,-1,-1,0,0,0,0,10133,5973,0,500,0,0,0,0,35,0,0,70,100,0,0,0,0,705,705,20,0,0,0,32,345,0,0,280,280,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA1_5378099577,2,120027,1,4XD-PrFddt7S-cIxT1NQP3-BboLQg8oK6hl-4GEvPFrBBdEIIdT5MpqZRTu_AKM90tSTbXQsHrn16g,1,1,41,0,0,0,2023,12329,41,541,185,0,0,0,35,0,0,75,100,0,0,0,0,544,805,63,0,0,0,32,335,0,0,190,200,100,0,0,0,105,991,237,230,991,237,336,0,0,0,0,0,0,0,0,0,0
NA1_5378099577,2,120027,2,oQ6mmx846IZb5gVPUP-oNjeoTNThg_bQ3Pp6wlyW3VFk5EDoDugPmlHjeyfAJ0O9vv7eXwiamfhDqQ,1,1,136,0,4,0,2357,9125,136,636,325,0,0,9,25,0,0,63,101,0,0,0,0,498,700,5,0,0,0,33,373,0,0,323,446,152,0,692,0,293,974,0,609,3151,0,903,1484,0,0,0,0,0,0,0,0,0
NA1_5378099577,2,120027,3,LsukTeA9CtkvtUNYKO6izvyWkuo1NTVJbzwEtFIF3IzImsQu0UyGO8XLC9t0oTp3iiAkX-onYxQbeQ,1,1,132,5,0,1569,7412,7008,132,632,246,0,0,0,28,0,0,76,110,0,0,0,0,710,710,11,3,0,0,30,330,0,0,244,269,14,0,0,0,0,480,110,8,480,110,8,0,0,0,0,0,0,0,0,0,0
NA1_5378099577,2,120027,4,pHIKmfO5rh760Hl4JzDqzPKioIdueZPiCUK9zwe43msmW0tQ5Syx7JUrnJNxDVAF858MLrB3nZn5zQ,1,1,83,2,0,0,11931,1875,83,583,80,0,0,0,27,0,0,74,113,0,0,0,0,579,785,8,3,0,0,30,335,0,0,305,345,16,0,14,6,15,617,176,216,631,183,231,0,0,0,0,0,0,0,0,0,0
NA1_5378099577,2,120027,5,VXcEnBAIDpRDEyhH-u3vcxNTdqvrKhvjzBIYE1PkeTNrZsllqAntlVWRCljKbLxy6nKZrZUfB5YYtA,1,1,74,0,0,1402,12329,1509,74,574,80,0,0,0,50,0,0,62,110,0,0,0,0,485,780,32,0,0,0,42,269,0,0,317,350,21,0,42,42,15,45,45,308,88,88,323,0,0,0,0,0,0,0,0,0,0
NA1_5378099577,2,120027,6,C1FRh4c0wNWMMUNR4IbLbr009sjP_GO4oZGD2sN51_N_BOrhAfdA02pkzQ_bpSU9pmVep9yXnxwNYw,-1,-1,86,2,0,1068,2344,12711,86,586,185,0,0,0,36,0,0,73,120,0,0,0,0,593,835,59,0,0,0,32,350,0,0,311,339,16,0,105,105,0,609,217,337,715,323,337,0,0,0,0,0,0,0,0,0,0
NA1_5378099577,2,120027,7,0qQUd__xYG9jHlKCMdBi5ttXPiRioLRhylqOixVw6nHvOd8XsksCGLykpcWx1cquUqwVwSngMtc-pw,-1,-1,141,0,4,17133,6869,12578,141,641,335,0,0,9,35,0,0,60,112,0,0,0,0,427,746,26,0,0,0,33,340,0,0,251,330,25,0,1255,0,0,1093,0,833,3873,0,833,1524,0,0,0,0,0,0,0,0,0
NA1_5378099577,2,120027,8,PEVL7I8-NzSy4_GjOkrRYrciEmvvjxrDlz-fncvM9UMZAqD9cdwhVqXtm_kYFiQpkYbtJuiRFSGouA,-1,-1,97,3,0,0,7458,7788,97,597,215,0,0,0,38,0,0,70,103,0,0,0,0,769,825,14,0,0,0,32,345,0,0,0,0,0,0,18,0,0,256,0,110,274,0,110,0,0,0,0,0,0,0,0,1,0
NA1_5378099577,2,120027,9,45VQNiMNR9kN1phwzWRpDjIFa7G4zAHYLl1K1c5ApjbgsLCn0w-F0Uys05ayOiRV1f5DMIW2L_IFTA,-1,-1,118,4,0,0,12788,1916,118,618,160,0,0,0,28,0,0,75,110,0,0,0,0,562,786,7,3,0,0,30,335,0,0,251,320,14,0,0,0,48,1083,160,194,1083,160,243,0,0,0,0,0,0,0,0,1,0
NA1_5378099577,2,120027,10,PNN01qtMiPfsQYvoUv1LvZ8-IsrYmMPESV4DxhLYllmCB_HkUY7iX5kblVb5Fft82xnFxYbKJL_urQ,-1,-1,69,0,0,1669,12737,1348,69,569,160,0,0,0,35,0,0,70,240,0,0,0,0,653,705,20,0,0,0,32,345,0,0,228,280,17,0,30,30,0,315,315,62,345,345,62,0,0,0,0,0,0,0,0,0,0
NA1_5378099577,3,180049,1,4XD-PrFddt7S-cIxT1NQP3-BboLQg8oK6hl-4GEvPFrBBdEIIdT5MpqZRTu_AKM90tSTbXQsHrn16g,1,1,262,5,0,0,1061,10933,262,762,676,0,0,0,42,0,0,78,103,0,0,0,0,369,967,134,0,0,0,35,335,0,0,200,200,100,0,0,0,391,2433,691,838,2433,691,1230,0,0,0,0,0,0,0,0,0,0
NA1_5378099577,3,180049,2,oQ6mmx846IZb5gVPUP-oNjeoTNThg_bQ3Pp6wlyW3VFk5EDoDugPmlHjeyfAJ0O9vv7eXwiamfhDqQ,1,1,519,0,16,0,7509,2924,519,1019,835,0,0,9,28,0,0,65,103,0,0,0,0,554,789,6,0,0,0,34,386,0,0,411,483,144,0,4696,0,583,2673,0,1855,12567,0,2439,5198,0,0,0,0,0,0,0,0,0
NA1_5378099577,3,180049,3,LsukTeA9CtkvtUNYKO6izvyWkuo1NTVJbzwEtFIF3IzImsQu0UyGO8XLC9t0oTp3iiAkX-onYxQbeQ,1,1,437,15,0,9084,6718,6900,437,937,829,0,0,0,34,0,0,78,114,0,0,0,0,136,867,12,3,0,0,31,330,0,0,131,320,15,0,0,0,52,2363,747,770,2410,794,913,47,47,90,0,0,0,0,0,0,0
NA1_5378099577,3,180049,4,pHIKmfO5rh760Hl4JzDqzPKioIdueZPiCUK9zwe43msmW0tQ5Syx7JUrnJNxDVAF858MLrB3nZn5zQ,1,1,430,15,0,0,11257,1365,430,930,501,0,0,0,30,0,0,76,123,0,0,0,0,563,858,88,3,0,0,30,335,0,0,160,373,17,0,236,41,15,2908,883,668,3145,925,683,0,0,0,0,0,0,0,0,1,0
NA1_5378099577,3,180049,5,VXcEnBAIDpRDEyhH-u3vcxNTdqvrKhvjzBIYE1PkeTNrZsllqAntlVWRCljKbLxy6nKZrZUfB5YYtA,1,1,267,2,0,7581,10385,2559,267,767,501,0,0,0,43,0,0,64,111,0,0,0,0,226,896,52,0,0,0,33,336,0,0,329,378,22,0,325,85,150,221,91,1047,833,177,1288,286,0,90,0,0,0,0,0,0,0
NA1_5378099577,3,180049,6,C1FRh4c0wNWMMUNR4IbLbr009sjP_GO4oZGD2sN51_N_BOrhAfdA02pkzQ_bpSU9pmVep9yXnxwNYw,-1,-1,398,13,0,6412,1504,11073,398,898,829,0,0,0,42,0,0,79,145,0,0,0,0,548,1022,106,0,0,0,35,350,0,0,229,415,18,0,571,391,0,2787,768,1071,3358,1160,1071,0,0,0,0,0,0,0,0,0,0
NA1_5378099577,3,180049,7,0qQUd__xYG9jHlKCMdBi5ttXPiRioLRhylqOixVw6nHvOd8XsksCGLykpcWx1cquUqwVwSngMtc-pw,-1,-1,529,0,15,65130,11628,7086,529,1029,820,0,0,9,38,0,0,62,114,0,0,0,0,522,831,28,0,0,0,35,340,0,0,257,383,57,0,4846,0,0,3027,0,2002,13860,0,2002,5986,0,0,0,0,0,0,0,0,0
NA1_5378099577,3,180049,8,PEVL7I8-NzSy4_GjOkrRYrciEmvvjxrDlz-fncvM9UMZAqD9cdwhVqXtm_kYFiQpkYbtJuiRFSGouA,-1,-1,388,13,0,5009,7522,7700,388,888,706,0,0,0,45,0,0,78,106,0,0,0,0,549,996,95,0,0,0,35,345,0,0,0,0,0,0,90,52,0,2676,646,927,2857,788,975,90,90,47,0,0,0,0,0,0,0
NA1_5378099577,3,180049,9,45VQNiMNR9kN1phwzWRpDjIFa7G4zAHYLl1K1c5ApjbgsLCn0w-F0Uys05ayOiRV1f5DMIW2L_IFTA,-1,-1,428,14,0,0,11997,2225,428,928,521,0,0,0,31,0,0,77,112,0,0,0,0,380,888,142,3,0,0,30,335,0,0,169,350,15,0,42,42,65,3151,904,659,3194,946,725,0,0,0,0,0,0,0,0,0,0
NA1_5378099577,3,180049,10,PNN01qtMiPfsQYvoUv1LvZ8-IsrYmMPESV4DxhLYllmCB_HkUY7iX5kblVb5Fft82xnFxYbKJL_urQ,-1,-1,276,0,0,11960,12049,2030,276,776,521,0,0,0,43,0,0,73,101,0,0,0,0,574,784,101,0,0,0,38,345,0,0,265,308,18,0,123,123,61,763,680,508,976,894,570,90,90,0,0,0,0,0,0,1,0
NA1_5378099577,4,240066,1,4XD-PrFddt7S-cIxT1NQP3-BboLQg8oK6hl-4GEvPFrBBdEIIdT5MpqZRTu_AKM90tSTbXQsHrn16g,1,1,160,12,0,7013,394,461,160,1010,1386,0,0,0,46,0,0,90,105,0,0,0,0,791,1054,28,0,0,0,36,506,0,0,200,200,100,0,0,0,545,4633,1138,1171,4633,1138,1716,0,0,0,0,0,0,0,0,0,0
NA1_5378099577,4,240066,2,oQ6mmx846IZb5gVPUP-oNjeoTNThg_bQ3Pp6wlyW3VFk5EDoDugPmlHjeyfAJ0O9vv7eXwiamfhDqQ,1,1,840,0,24,25383,13313,4119,840,1340,1267,0,0,9,32,0,0,68,106,0,0,0,0,437,882,25,0,0,0,35,330,0,0,432,523,27,0,6570,385,939,3376,152,2703,17627,757,3700,7681,220,57,0,0,0,0,0,2,0
NA1_5378099577,4,240066,3,LsukTeA9CtkvtUNYKO6izvyWkuo1NTVJbzwEtFIF3IzImsQu0UyGO8XLC9t0oTp3iiAkX-onYxQbeQ,1,1,154,18,0,13192,7701,8060,154,1104,1105,0,0,0,34,0,0,89,114,0,0,0,0,696,867,12,3,0,0,31,330,0,0,238,320,15,0,0,0,52,3492,1307,1215,3566,1381,1358,74,74,90,0,1,0,0,0,0,0
NA1_5378099577,4,240066,4,pHIKmfO5rh760Hl4JzDqzPKioIdueZPiCUK9zwe43msmW0tQ5Syx7JUrnJNxDVAF858MLrB3nZn5zQ,1,1,818,28,0,0,13548,3755,818,1318,908,0,0,0,33,0,0,78,115,0,0,0,0,62,935,9,3,0,0,31,335,0,0,130,404,18,0,363,59,101,4823,1092,1464,5186,1151,1593,0,0,27,0,0,0,0,0,1,0
NA1_5378099577,4,240066,5,VXcEnBAIDpRDEyhH-u3vcxNTdqvrKhvjzBIYE1PkeTNrZsllqAntlVWRCljKbLxy6nKZrZUfB5YYtA,1,1,474,5,0,7581,13644,4287,474,979,877,0,0,0,46,0,0,67,113,0,0,0,0,511,987,24,0,0,0,35,336,0,0,361,409,24,0,449,97,223,360,91,1064,1312,189,1377,503,0,90,0,0,0,0,0,0,1
NA1_5378099577,4,240066,6,C1FRh4c0wNWMMUNR4IbLbr009sjP_GO4oZGD2sN51_N_BOrhAfdA02pkzQ_bpSU9pmVep9yXnxwNYw,-1,-1,63,20,0,14561,1671,11966,63,1313,1262,0,0,0,45,0,0,93,117,0,0,0,0,1272,1272,27,0,0,0,36,350,0,0,456,456,19,0,761,545,0,5075,986,1709,5837,1531,1709,0,0,0,0,0,0,0,0,1,0
NA1_5378099577,4,240066,7,0qQUd__xYG9jHlKCMdBi5ttXPiRioLRhylqOixVw6nHvOd8XsksCGLykpcWx1cquUqwVwSngMtc-pw,-1,-1,826,1,23,99028,12000,5042,826,1331,1195,0,0,9,41,0,0,64,117,0,0,0,0,664,919,22,0,0,0,36,340,0,0,438,438,111,0,6364,268,504,3798,0,2070,16791,299,2626,6628,30,52,0,0,0,0,0,0,1
NA1_5378099577,4,240066,8,PEVL7I8-NzSy4_GjOkrRYrciEmvvjxrDlz-fncvM9UMZAqD9cdwhVqXtm_kYFiQpkYbtJuiRFSGouA,-1,-1,1068,24,0,8951,8650,8290,1068,1568,1590,1,0,0,48,0,0,82,110,0,0,0,0,256,1092,109,0,0,0,36,345,0,0,0,0,0,0,147,52,0,5291,1086,1670,5528,1229,1744,90,90,74,1,0,0,0,0,0,0
NA1_5378099577,4,240066,9,45VQNiMNR9kN1phwzWRpDjIFa7G4zAHYLl1K1c5ApjbgsLCn0w-F0Uys05ayOiRV1f5DMIW2L_IFTA,-1,-1,704,20,0,0,14079,5350,704,1204,825,0,0,0,34,0,0,79,114,0,0,0,0,47,963,9,3,0,0,31,395,0,0,67,383,16,0,206,206,281,4249,1175,821,4456,1382,1271,0,0,168,0,0,0,0,0,0,0
NA1_5378099577,4,240066,10,PNN01qtMiPfsQYvoUv1LvZ8-IsrYmMPESV4DxhLYllmCB_HkUY7iX5kblVb5Fft82xnFxYbKJL_urQ,-1,-1,490,1,0,23249,13878,4352,490,990,824,0,0,0,48,0,0,76,103,0,0,0,0,478,867,22,0,0,0,39,345,0,0,216,339,20,0,204,204,184,1757,1377,717,2209,1726,901,247,144,0,0,0,0,0,0,1,0
NA1_5378099577,5,300138,1,4XD-PrFddt7S-cIxT1NQP3-BboLQg8oK6hl-4GEvPFrBBdEIIdT5MpqZRTu_AKM90tSTbXQsHrn16g,1,1,353,22,0,18870,3906,13433,353,1353,2033,0,0,0,50,0,0,93,107,0,0,0,0,775,1144,71,0,0,0,38,335,0,0,130,200,100,0,0,0,758,7934,1933,1442,7934,1933,2200,0,0,0,0,0,0,0,0,1,0
NA1_5378099577,5,300138,2,oQ6mmx846IZb5gVPUP-oNjeoTNThg_bQ3Pp6wlyW3VFk5EDoDugPmlHjeyfAJ0O9vv7eXwiamfhDqQ,1,1,223,0,28,39650,3479,9967,223,1523,1384,0,0,49,32,0,0,68,106,0,0,0,0,882,882,7,0,0,0,35,402,0,0,329,523,76,0,7458,630,1225,3712,248,2948,19350,1149,4262,8179,270,88,0,1,0,0,0,0,0
NA1_5378099577,5,300138,3,LsukTeA9CtkvtUNYKO6izvyWkuo1NTVJbzwEtFIF3IzImsQu0UyGO8XLC9t0oTp3iiAkX-onYxQbeQ,1,1,29,29,0,20646,1880,1359,29,1479,1753,0,0,0,42,0,0,95,139,0,0,0,0,1040,1040,14,3,0,0,34,483,0,0,350,377,16,0,0,0,52,7154,1614,1539,7389,1848,1682,234,234,90,0,0,0,0,0,0,0
NA1_5378099577,5,300138,4,pHIKmfO5rh760Hl4JzDqzPKioIdueZPiCUK9zwe43msmW0tQ5Syx7JUrnJNxDVAF858MLrB3nZn5zQ,1,1,209,32,0,0,10599,1575,209,1559,1076,0,0,0,33,0,0,95,157,0,0,0,0,935,935,9,3,0,0,31,335,0,0,329,404,18,0,489,178,131,5666,1144,1526,6155,1323,1711,0,0,54,0,1,0,0,0,0,0
NA1_5378099577,5,300138,5,VXcEnBAIDpRDEyhH-u3vcxNTdqvrKhvjzBIYE1PkeTNrZsllqAntlVWRCljKbLxy6nKZrZUfB5YYtA,1,1,216,8,0,15296,10997,1905,216,1171,1169,0,0,0,50,0,0,70,114,0,0,0,0,706,1111,109,0,0,0,36,362,0,0,324,440,25,0,1163,193,251,562,91,2225,2334,285,2567,607,0,90,0,1,0,0,0,0,0
NA1_5378099577,5,300138,6,C1FRh4c0wNWMMUNR4IbLbr009sjP_GO4oZGD2sN51_N_BOrhAfdA02pkzQ_bpSU9pmVep9yXnxwNYw,-1,-1,392,29,0,20373,3974,13468,392,1642,1910,0,0,0,48,0,0,96,140,0,0,0,0,733,1370,28,0,0,0,38,350,0,0,349,499,20,0,1704,758,0,6632,1163,2641,8337,1921,2641,0,0,0,0,0,0,0,0,0,0
NA1_5378099577,5,300138,7,0qQUd__xYG9jHlKCMdBi5ttXPiRioLRhylqOixVw6nHvOd8XsksCGLykpcWx1cquUqwVwSngMtc-pw,-1,-1,54,1,27,104272,10741,13295,54,1884,1389,1,0,74,41,0,0,64,117,0,0,0,0,919,919,40,0,0,0,36,340,0,0,438,438,111,0,7127,555,864,4157,245,2366,18633,861,3332,7348,61,102,1,0,0,0,0,0,0
NA1_5378099577,5,300138,8,PEVL7I8-NzSy4_GjOkrRYrciEmvvjxrDlz-fncvM9UMZAqD9cdwhVqXtm_kYFiQpkYbtJuiRFSGouA,-1,-1,295,29,0,11589,7488,7420,295,1820,2083,1,0,0,52,0,0,111,113,0,0,0,0,1077,1192,17,0,0,0,38,345,0,0,0,0,0,0,172,52,0,7100,1167,1985,7363,1309,2220,90,90,234,0,0,0,0,0,0,0
NA1_5378099577,5,300138,9,45VQNiMNR9kN1phwzWRpDjIFa7G4zAHYLl1K1c5ApjbgsLCn0w-F0Uys05ayOiRV1f5DMIW2L_IFTA,-1,-1,1089,32,0,0,13054,3589,1089,1589,1394,0,0,0,37,0,0,81,117,0,0,0,0,219,1042,10,3,0,0,32,335,0,0,51,417,17,0,206,206,281,7414,1268,849,7621,1475,1299,0,0,168,0,0,0,0,0,0,0
NA1_5378099577,5,300138,10,PNN01qtMiPfsQYvoUv1LvZ8-IsrYmMPESV4DxhLYllmCB_HkUY7iX5kblVb5Fft82xnFxYbKJL_urQ,-1,-1,1410,2,0,35940,11480,3850,1410,1910,1380,2,0,0,52,0,0,79,105,0,0,0,0,478,954,24,0,0,0,41,345,0,0,196,370,21,0,262,262,285,3286,1747,845,3973,2181,1130,424,171,0,2,0,0,0,0,0,0
